name,status
BizGround,closed
Sporting Mouth,closed
First Rate Medical Transportation,operating
Rezzcard,operating
Giiv,closed
Renrendai,operating
Limejump,operating
Shop Airlines,operating
GetQd,closed
Baitianshi,operating
Traveling Spoon,operating
Somewhere,closed
Butterfly Health,operating
Sphero,operating
Zomazz,operating
Kibbit,closed
Buddytruk,operating
GrowGeneration,closed
FOURward Thought,closed
tomoguides,operating
Bungles Jungles,operating
Affordit.com,operating
Flexeye,closed
Hashdoc,operating
Owensboro Grain,operating
Tailored Games,operating
Bubbles,closed
Ubidyne,operating
Snowman,operating
Skyview Records,operating
Sparkle.cs,operating
Shanghai Kidstone Network Technology,closed
healthfinch,operating
MyNewFinancialAdvisor,operating
Buck Mason,operating
Erle Robotics,operating
Hive guard unlimited,operating
simplifyMD,operating
Satin Creditcare Network Limited (SCNL),operating
Moow.life - all interesting nearby!,closed
YoVivo,closed
Uniplaces,operating
Valued Relationships,operating
Revetto,operating
vindenmed,operating
SocialNature,closed
Maestrano,operating
Keego,closed
truedash,operating
Sendio,closed
Data Virtuality,operating
Saiguo,operating
Orion Systems Integrators,closed
Unifyo,operating
Enerskin,closed
SaaSMAX Corp.,operating
Splice,operating
imbookin (Pogby),operating
Vue Technology,operating
MediaHound,operating
uShip,operating
HeadBox,closed
Epion Health,operating
D7 Sounds LLC,closed
Naiku,operating
Make YES! Happen,operating
Stratos Genomics,operating
LifeSite,closed
DoneBy,closed
KWAD,closed
SocialSource,closed
IntelliPath,operating
STUDYINBUDAPEST MOBILE APP,closed
Remington Arms Company,operating
PrepClass,operating
Cloak,operating
Hydrophi,operating
BLAZER & FLIP FLOPS,operating
NULATO,closed
amBX,operating
Telit Wireless Solutions,operating
Mobile Action,operating
Switchfly,operating
Microvi Biotechnologies,operating
J-Kan,operating
Curbside,operating
Kallik,closed
Geosense,operating
C-way,operating
Goods Platform,operating
Enbrite.ly,closed
Broadway Networks,operating
Five Delta,operating
Algae International Group,operating
Catfoxtail,operating
GLAMSQUAD,operating
Reata Pharmaceuticals,operating
DateMyFamily.com,operating
Phonitive - Touchalize,operating
Toured,closed
China Precision Technology,operating
CanadaStays.com,operating
Candescent Healing,operating
Zenring,operating
HandUp PBC,operating
UnFlete.com,operating
Newsreps,operating
Aware Labs,operating
Tailwind,operating
Local ID,closed
CCRM,closed
DonorPath,operating
Kriibs !,closed
Green Highland Renewables,operating
Retalika,closed
ShutterCal,closed
ITpreneurs,operating
Mobile Complete,closed
Skyroam,operating
OpenHatch,closed
Driversiti,operating
Tonara,operating
Protea Biosciences Group,operating
Onkos Surgical,closed
RILOS,operating
HasGeek,operating
One Signal,operating
Voyant Technologies,closed
NaHere,closed
Cyrba,operating
Virtual Instruments Corporation,operating
Handa Pharmaceuticals,operating
CIDCO,closed
Syntonic,operating
RECLO,operating
Arius Research,operating
TrabajoPanel,operating
Scripped,operating
Woods Hole Oceanographic Institute,operating
Carmudi,closed
LifeWave,operating
Newgen Payments,operating
AR Devices,closed
Harvest Exchange,operating
Sookasa,operating
Vigour.io,closed
Kickanotch mobile,operating
Trapster,closed
Entellium,operating
Lifetrack Medical Systems,closed
Bluapp,operating
Little Green Windmill,operating
Hydro66,closed
Lantern,operating
Tweetwall,closed
Referly,operating
Lasso Excite,closed
Progressive Care,operating
TQSurvey,operating
PoochPal,operating
EQUIP Advantage,operating
Intuit,operating
Sounday,operating
Expert TA,operating
MassRoots,operating
Filtr8,operating
Andel,operating
Pantero,operating
HemoSonics,operating
The Hive Group,operating
CiteeCar,closed
DeskActive,operating
Elation Media,operating
Trinean,operating
Stack Exchange,operating
Yoomba,operating
iCreate,operating
American Health Supplies,operating
Nanjing Ruiyue Information Technology,closed
LilyMedia,operating
SP Nano Ltd.,closed
LeanIX,operating
Kids Calendar,operating
Ysance,operating
im3D,operating
Cisco,operating
Red Sky Lab,closed
CellPoint Diagnostics,operating
Matlach Investments,operating
Klikin,closed
imagine,operating
Handle My Health,operating
pg40 Consulting Group,operating
PacketSled,operating
Muzooka,operating
CyrusOne,operating
OfferJar,operating
Signpath Pharma,operating
Auvik Networks Inc.,operating
Widgetbox,closed
mSeller,operating
Carnet de Mode,operating
Infinis Energy,closed
Beats Electronics,operating
Attractive Black Singles LLC,operating
Annelutfen.com,operating
CeloNova,operating
Tour Raiser,operating
Workday,operating
"Zebit, Inc.",operating
PanXchange,operating
Mariam Medical,operating
Eseye,closed
Alminder,closed
Adeptence,operating
Qnergy,closed
OneCard,operating
SchemaLogic,operating
Exacter,operating
Vestiage,operating
GridCure,operating
eSecure Systems,operating
D3 Technology,operating
World Energy Labs,operating
Bookity,operating
Sinch,operating
Sensors for Medicine and Science,operating
Life360,operating
MDLIVE,operating
Kireego,operating
SMILE,closed
Profyle,operating
CloudEndure,operating
BuyerMLS,operating
Cohero Health,operating
TagSeats,closed
NetPress Digital,closed
Geelbe,operating
Adamas Pharmaceuticals,operating
MagniFinance,closed
Bluescop,closed
Linkurious,operating
ATrillion-Semantix,closed
Lane15 Software,operating
ROBOTIC PIPE REPAIR,closed
ABEJA,operating
YaSabe,operating
Left of the Dot Media Inc.,operating
Relievant Medsystems,operating
Lawrence Livermore National Laboratory,operating
Hoodin,operating
gridComm,operating
Aperia Technologies,operating
ePlata,closed
Bullitt Group,operating
FID3,closed
Localize Direct,operating
Thereson S.p.A.,operating
ExaqtWorld,operating
Antares Vision,operating
ITC,operating
Dashba,closed
Capsenta,operating
Clzby,operating
Goodman Networks,operating
Body Details,operating
Kairos4,operating
hybris,operating
Yorder,operating
GeneQuine Biotherapeutics GmbH,closed
Yttro Mobile,closed
Xigen,operating
Rijuven,operating
Fotomoto,operating
Werkadoo,operating
Atmocean,operating
Justworks,operating
Astrid,operating
Genapsys,operating
800.COM,operating
Science Applications International Corporation (SAIC),operating
Akorri Networks,operating
Titansan,operating
Linksify,operating
Hitpost,operating
ChorPpay,operating
JobLeads,operating
Ascend Health,operating
Logentries,operating
Agnitus,operating
Clear Technology Systems,closed
Momentum Telecom,operating
"HouseGoat, Inc.",closed
A-Life Medical,operating
Xpreso Software Limited,operating
bettermarks,operating
Booklr,operating
E-Diversify Yourself,operating
Maple,operating
Pickatale,operating
Knyplex,closed
miroculus,operating
GetAutoBids,operating
Dryvax,closed
GoSkip,closed
QD Vision,operating
Planet Payment,operating
ticckle,closed
Grillin In The City,operating
VOSS Solutions,operating
Vizalytics Technology,operating
Amplimmune,operating
TripleMint,operating
Grasswire,operating
Dyer & Jenkins,closed
MEA/NEA,operating
Post.Bid.Ship,operating
Monis,operating
LS Plasma,closed
"Monoco, Inc.",operating
Sinequa,operating
iCelerate,operating
Smart Destinations,operating
Zeros & Ones,operating
Last Mile Connections,operating
Inoapps,operating
Hydro-Run,operating
DeepVu,operating
Reel,closed
Zuppler,operating
Axel Technologies,operating
THINK360,operating
Ofidium,operating
Shanghai Jade Tech,operating
Unveil Technologies,operating
Roomstorm (Formerly WalkSource),operating
Wego,operating
Squeakee,operating
Jott,operating
LivBlends,operating
Clear Flight Solutions,closed
Suitepad,operating
Vibrant Living Senior Day Care Center,operating
Pet Airways,closed
Philo Media,operating
Wooshii,operating
MicroDisplay,operating
Bookkeepity,closed
Bitave Lab,operating
Validus-IVC,operating
Bradshaw Propulsion,closed
Uversity,operating
RealMatch,operating
EnduraCare AcuteCare,operating
Aposense,operating
Gorilla Nation Media,operating
LevelFunded Health,closed
Geekangels,operating
Clear Guide Medical,operating
GymFlow,operating
Kitara Media,closed
SoundOut,closed
Celldex Therapeutics,closed
InstantLuxe,operating
Weesh,operating
1-800-DENTIST,operating
Corrpro Companies,operating
Yumit,operating
Inventorum,closed
DeciZium,operating
Ataxion,operating
Autism Acumen,operating
Collaborate.com,operating
Adspringr,operating
Duriana,operating
ChatWork,operating
Dublway,closed
Apps Genius,closed
MENABANQER,closed
Inuvo,operating
Coin.co,closed
Aprendum,operating
Brys & Edgewood,operating
USEREADY,operating
Ku6,operating
Advanced Microgrid Solutions,operating
CheckVentory Innovation,closed
magnify360,operating
Lypro Biosciences,operating
Sigma Networks,operating
Viewpost,operating
Tamecco,operating
IlluminOss Medical,operating
Sound Clips,closed
Gallery Player,operating
Calligo,operating
Elton Digital,operating
Stolen Couch Games,closed
Devcon Security Services,operating
TuneStars,closed
abcdexperts,operating
ASI System Integration,operating
Engage Resources,operating
Crestock,operating
Christini Technologies,operating
Wellness Corner,operating
KnexxLocal,operating
RF Code,operating
Abra,operating
Aria Retirement Solutions,operating
neoScores®,operating
Synthesys Research,operating
Loop Survey,operating
Scion Cardio Vascular,operating
Xchrisone Animation,closed
Hook Mobile,operating
Viigo,operating
Connect Technology Group,operating
BuyPlayWin,closed
MyColorScreen,operating
easyfolio,closed
leon nanodrugs,operating
QuantiSense,operating
Raptroop,closed
ProCure Treatment Centers,operating
Linc Global,operating
LEPOW,operating
Etalia,operating
Thermodata,operating
59Saniye,closed
Glidera,operating
BiddingForGood,operating
Grata,operating
Adtrade,operating
ATG Media (The Saleroom),operating
123Greetings,closed
Paragon Vision Sciences,operating
Presbyterian College,operating
Nanoscale Components,operating
dscovered,operating
Gotcha Ninjas,operating
Connecture,operating
Utopia,operating
Storee,closed
Care 24/7,operating
Bettyvision,operating
Shoplogix,operating
PresenterNet,operating
Coco's Coconut Company,closed
Veterati,closed
OfferUp,closed
NimbleHeart,operating
InboxFever,closed
CO Space,closed
Qoopl,operating
Measy,operating
Washa,closed
Impulse Monitoring,operating
Dianhuabang,closed
Polyplexx,operating
Juliet Marine Systems,operating
North Labs,closed
Impact,closed
Swift Navigation,operating
Maidou International,closed
Softlation,operating
Buy.On.Social,operating
Estate Assist,closed
GoGig,operating
Eğitim Online,operating
Social Game Universe,closed
Haystack TV,operating
Lincor Solutions,operating
Cinegif,operating
Matthew Walker Comprehensive Health Center,operating
Make My plate,operating
"GolfMDs, Inc.",operating
Med Condense,operating
Crowdwave,closed
Moultrie Tool Mfg Co,operating
FabriQate,operating
Teach4Life Consulting LL,operating
Root4,operating
Timeline Labs / TLL,operating
Spinlister,operating
Next New Networks,operating
Real Image Media Technologies,operating
Molcure,operating
Etsy,operating
Oncothyreon,operating
independenceIT,operating
The Zebra,operating
Benchmark Bank,operating
Washlava,closed
GlucoIQ,closed
Telespree,operating
Vaultoro,closed
Vidavee,closed
Radisens Diagnostics,operating
Biopsych Health Systems,operating
TapInfluence,operating
VICIS,closed
Magnoliamoda.com,operating
C2FO,operating
Livescribe,operating
Edyn,operating
Datalogix,operating
Karmic Labs,operating
Tokyo Otaku Mode,operating
"Trinity College, Dublin",closed
ivi.ru,closed
Leap In Entertainment,operating
Wagaduu!,operating
P-Cube,operating
Supplyworks,operating
Saviant Consulting,operating
Verisim,operating
The Style Club,operating
Miami Instruments,operating
ieCrowd,operating
Cupid-Labs,operating
Synergy Marketing,operating
Rental Kharma,operating
Zilyo,operating
Konnektid,operating
Indix,operating
Limin Chemical,operating
Eccentrade,operating
SalesBox Inc.,operating
Vivid Logic,operating
NeGoBuY,closed
Community Informatics,operating
BonzerDarg,operating
MeSixty,operating
Chorafarma,closed
Mira,operating
Guidebook,closed
Patents.com,closed
Eos Systems,closed
GetAgent,closed
Secure-NOK,operating
ev-social,operating
YourStreet,operating
"Enfold, Inc.",operating
Dali Wireless,operating
TripleTree,operating
Revere Software,operating
Spacio Pro,closed
Hyporex Technologies,operating
NextBank,closed
Cyph,operating
ENTRADE Energiesysteme AG,closed
Kloud Angels,closed
Gi FlyBike,closed
Carnivore Club Inc.,closed
RentMatch,operating
Digital Layers Inc.,closed
Healthy Harvest,operating
Sponsify,operating
SavaJe Technologies,operating
Eucon,closed
Relive,operating
Aider,operating
4Deep,closed
my6sense,operating
Seymour Innovative,operating
YinYangMap,closed
Digital Dream Labs,operating
Ponominalu.ru,closed
Maskoolin,closed
Jack Robie,operating
Ldger,operating
Bestaurant,closed
Synosure Games,closed
AppNeta,operating
Opternative,operating
nubelo,operating
Covercake,operating
Sgrouples,operating
NeonGrid (rebranded as DoneBy),operating
A Crowd of Monsters,closed
Tosk,operating
DoorMint,operating
Peanut Labs,operating
MD-IT,operating
ZapHour,operating
LatinRun,closed
Axalent,closed
cloudscreener.com,operating
Bloomerang,operating
Bug Bounty HQ,closed
SwiftKey,operating
A Bit Lucky,closed
Bacula,operating
Palladium Life Sciences,operating
Powered,operating
Glide Technologies,operating
PointCare,operating
Cadiou Engineering Services,operating
Motion PT Holdings,closed
Comprehend Systems,operating
Horse Collaborative,operating
Microventures,operating
produkte24.com,operating
SeeMedia,operating
MesoCoat,operating
Education Elements,operating
Allegiance Health Foundation,operating
University of Pittsburgh,operating
Maker Cloud,operating
LE TOTE,operating
vinclu Inc.,closed
Clearstream.TV,operating
WeFitter,closed
Eco Dream Venture,closed
Zillabyte,operating
JustOne Database Inc.,operating
AccuSilicon,operating
Viatar CTC Solutions,operating
HPC Brasil,operating
Mgv,operating
DTT,operating
UK Work Study,operating
Venture Shares,closed
EpiBiome,operating
Little Bird,operating
TechTribe,operating
2threads,operating
Shoppilot,closed
Goojet,operating
Araca,operating
BONDS.COM,operating
Paragonix Technologies,operating
IC Media Corporation,operating
Aston Club,closed
MedCPU,operating
Libboo,operating
Uranium Recovery Corporation,closed
MicroBlend Technologies,closed
Keaton Row,operating
Inovise Medical,operating
Delfmems,closed
TabSprint,operating
ChessCube.com,operating
Arvia Technology,operating
CrowdEngineering,operating
Divergence,operating
Raise Your Flag,operating
StarShooter,operating
Quewey,operating
tinyBuild GAMES,operating
Reelio,operating
AccuRev,operating
"Doost, Inc.",operating
ArtOfBrands SA,operating
"Staffly, Inc.",closed
Selligy,operating
Big Stage,operating
PacketExchange,operating
TRINA SOLAR LTD,operating
Ngo Han joint stock company,closed
Atmospheir,operating
Mosquito Steve,closed
PHRQL,operating
Cignis,operating
Apama Medical,operating
Sun National Bank,operating
swabr.com,operating
